id,scene_theme,target,mode,title_en,title_cn,prompt,seed_terms,weight
edit_character_turnaround_sheet,*,positive_prompt,replace,Character turnaround sheet,人物三视图,"根据参考人物生成正面、侧面、背面三视图设定图，保持同一角色身份、发型、服装、体型比例、配饰和色彩一致，使用干净白色或浅色背景。","人物三视图|角色设定|正面侧面背面|身份一致",105
edit_character_expression_sheet,*,positive_prompt,replace,Character expression sheet,人物表情设定,"根据参考人物生成同一角色的多表情设定图，保持身份、发型、服装、脸型和画风一致，展示微笑、生气、惊讶、悲伤等清晰表情。","表情设定|角色一致|多表情|设定图",105
edit_style_light_color_texture,*,positive_prompt,replace,Style light color texture,风格光色材质,"根据用户要求调整整体风格、灯光、颜色和材质表现，保持主体轮廓、身份特征、空间结构和主要构图不变，画面自然统一。","风格|灯光|颜色|材质",104
edit_new_viewpoint_generation,*,positive_prompt,replace,New viewpoint generation,生成新视角,"根据参考主体生成用户指定的新视角，例如俯视、仰视、背面、侧面或四分之三视角，保持主体身份、结构、材质、纹理和比例一致。","新视角|俯视|背面|结构一致",104
edit_object_view_rotation,*,positive_prompt,replace,Object view rotation,物体视角旋转,"将参考物体旋转到用户指定视角，例如侧面、背面或四分之三视角，保持物体身份、结构、材质、纹理、标识和比例一致。","物体旋转|背面|侧面|结构保持",103
edit_industrial_product_variants,*,positive_prompt,replace,Industrial product variants,工业产品设计变体,"基于参考工业产品生成一组设计变体，保持核心功能结构、比例和品牌识别，变化外壳形态、细节线条、材质、配色和工程感。","工业设计|产品变体|结构保持|材质配色",103
edit_industrial_material_replace,*,positive_prompt,replace,Industrial material replacement,工业材质替换,"将工业零件或产品外壳替换为用户指定材质，例如金属、碳纤维、磨砂塑料、透明材质或陶瓷，保持结构尺寸、装配关系和真实反光。","工业材质|材质替换|零件|装配关系",103
edit_photo_restore_colorize,*,positive_prompt,replace,Photo restore and colorize,老照片修复上色,"修复老照片的划痕、污渍、褪色和模糊区域，可按用户要求自然上色，保持人物身份、年代感、服装细节和原始构图。","老照片|修复|上色|年代感",102
edit_marked_region_correction,*,positive_prompt,replace,Marked region correction,标注区域修正,"根据图中标注框、涂抹区域或用户指定位置精修局部错误，只修改被标注区域，保持周围文字、纹理、边缘、光照和整体构图不变。","标注区域|局部修正|文字修正|周围保持",101
edit_geometric_construction_lines,*,positive_prompt,replace,Geometric construction lines,几何辅助线标注,"为产品、建筑、机械结构或设计草图生成清晰的几何辅助线、透视线、中心线、尺寸标注或结构分析线，保持原图主体和构图可读。","几何推理|辅助线|尺寸标注|结构分析",101
edit_room_interior_refresh,*,positive_prompt,replace,Interior refresh,室内空间改造,"按用户要求调整室内家具、墙面、灯光或装饰风格，保持房间空间结构、透视、窗户位置和主要物体比例一致。","室内|家具|装饰|空间结构",100
edit_food_commercial_polish,*,positive_prompt,replace,Food commercial polish,食品商业精修,"优化食物或饮品的质感、色泽、水汽、盘面和背景布置，保持真实比例和原有构图，让画面更适合商业展示。","食品|饮品|商业精修|质感",98
edit_vehicle_surface_detail,*,positive_prompt,replace,Vehicle surface detail,车辆表面细节,"调整车辆颜色、漆面、车灯、轮毂或背景展示环境，保持车型结构、比例、透视和真实反光，不改变品牌识别特征。","车辆|漆面|车灯|反光",96
edit_reframe_crop_extend,*,positive_prompt,replace,Reframe or extend canvas,构图重排扩展,"按用户要求扩展画面、改变构图或留出文字空间，延续原图背景纹理、光照、透视和景深，保持主体清晰稳定。","扩展画面|构图|留白|主体稳定",94
